,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
6308,58676,Male,Loyal Customer,15,Personal Travel,Eco,622,1,5,1,5,5,1,5,5,5,4,4,3,5,5,0,0,neutral or dissatisfied
6309,12739,Male,Loyal Customer,53,Personal Travel,Eco,696,4,5,4,3,4,4,2,4,5,4,5,4,4,4,0,0,neutral or dissatisfied
6310,54395,Female,disloyal Customer,22,Business travel,Business,305,0,5,0,5,2,0,2,2,2,3,4,5,1,2,7,0,satisfied
6311,106887,Male,disloyal Customer,11,Business travel,Eco,577,5,0,5,4,3,5,3,3,3,2,4,3,5,3,1,0,satisfied
6312,129405,Female,disloyal Customer,38,Business travel,Business,414,5,5,5,4,2,5,2,2,3,5,5,3,4,2,0,0,satisfied
6313,72875,Male,disloyal Customer,23,Business travel,Eco,1096,5,5,5,1,5,5,5,5,4,5,5,4,4,5,15,3,satisfied
6314,127318,Female,Loyal Customer,20,Personal Travel,Eco,1979,2,3,2,4,4,2,2,4,4,2,4,1,4,4,0,2,neutral or dissatisfied
6315,46822,Female,Loyal Customer,33,Business travel,Business,845,1,1,3,1,1,3,1,4,4,4,4,1,4,5,0,0,satisfied
6316,31563,Female,Loyal Customer,25,Business travel,Eco Plus,862,5,2,3,2,5,5,5,5,5,4,2,1,3,5,0,0,satisfied
6317,101509,Female,Loyal Customer,36,Business travel,Business,3600,0,0,0,5,1,1,5,2,2,2,2,3,2,2,0,0,satisfied
6318,39172,Male,Loyal Customer,68,Business travel,Business,2130,5,5,5,5,5,4,5,4,4,4,4,2,4,1,0,0,satisfied
6319,123129,Female,Loyal Customer,25,Business travel,Business,1766,1,4,4,4,1,1,1,1,4,4,2,1,3,1,0,9,neutral or dissatisfied
6320,12486,Female,Loyal Customer,53,Business travel,Eco Plus,190,5,1,1,1,2,5,3,5,5,5,5,1,5,4,0,0,satisfied
6321,13073,Male,Loyal Customer,58,Personal Travel,Eco,936,3,5,3,5,1,3,1,1,3,3,4,3,4,1,0,0,neutral or dissatisfied
6322,72355,Male,Loyal Customer,26,Personal Travel,Business,964,4,5,4,4,5,4,5,5,4,4,5,5,4,5,0,0,satisfied
6323,17228,Male,Loyal Customer,47,Business travel,Eco,872,5,2,2,2,5,5,5,5,5,4,1,5,5,5,7,19,satisfied
6324,28775,Female,disloyal Customer,26,Business travel,Business,954,5,5,5,3,5,5,5,5,5,3,4,4,4,5,0,3,satisfied
6325,69612,Female,Loyal Customer,15,Personal Travel,Eco,2446,4,2,3,2,3,3,3,3,4,2,2,3,1,3,0,19,neutral or dissatisfied
6326,9873,Female,Loyal Customer,50,Business travel,Business,515,5,5,1,5,4,4,4,2,2,2,2,4,2,4,0,0,satisfied
6327,15919,Male,disloyal Customer,39,Business travel,Eco,607,2,4,2,1,3,2,3,3,1,3,3,2,5,3,11,25,neutral or dissatisfied
6328,127345,Female,Loyal Customer,40,Business travel,Business,3964,4,4,4,4,3,4,4,4,4,4,4,3,4,4,0,0,satisfied
6329,5492,Female,Loyal Customer,20,Business travel,Business,948,2,1,1,1,2,2,2,2,1,2,4,1,3,2,0,0,neutral or dissatisfied
6330,109417,Male,Loyal Customer,48,Business travel,Business,861,1,5,5,5,3,2,2,1,1,1,1,1,1,3,16,0,neutral or dissatisfied
6331,97540,Female,Loyal Customer,48,Business travel,Business,2947,1,1,1,1,4,4,4,4,4,4,4,4,4,3,0,0,satisfied
6332,86043,Female,Loyal Customer,23,Personal Travel,Eco,447,2,5,2,1,5,2,5,5,4,3,4,5,5,5,0,0,neutral or dissatisfied
6333,121555,Male,Loyal Customer,55,Business travel,Eco,912,3,4,5,5,3,4,4,4,5,3,3,4,2,4,170,151,neutral or dissatisfied
6334,61251,Male,Loyal Customer,32,Personal Travel,Eco,862,1,5,1,3,5,1,4,5,5,5,4,5,5,5,6,16,neutral or dissatisfied
6335,58690,Female,disloyal Customer,80,Business travel,Business,299,2,2,2,3,3,3,4,2,2,2,1,1,2,4,8,23,neutral or dissatisfied
6336,39101,Female,disloyal Customer,38,Business travel,Eco,402,1,2,0,3,5,0,3,5,1,4,3,3,4,5,35,25,neutral or dissatisfied
6337,97996,Male,Loyal Customer,28,Business travel,Business,483,5,5,5,5,3,3,3,3,3,2,5,4,5,3,28,35,satisfied
6338,14381,Male,Loyal Customer,28,Business travel,Business,789,1,2,3,2,1,1,1,1,1,2,3,4,4,1,0,0,neutral or dissatisfied
6339,114727,Male,Loyal Customer,36,Business travel,Business,390,5,5,5,5,3,4,4,4,4,4,4,3,4,3,68,69,satisfied
6340,127191,Male,Loyal Customer,45,Business travel,Business,2884,2,2,3,2,3,4,4,4,4,4,4,4,4,3,0,0,satisfied
6341,93376,Female,Loyal Customer,43,Business travel,Business,2156,5,5,5,5,2,5,4,5,5,4,5,3,5,3,2,0,satisfied
6342,10135,Female,Loyal Customer,31,Business travel,Eco Plus,975,3,4,4,4,3,3,3,3,1,2,3,1,2,3,0,0,neutral or dissatisfied
6343,51190,Male,Loyal Customer,24,Business travel,Eco Plus,109,1,3,5,3,1,1,2,1,2,2,4,4,3,1,7,7,neutral or dissatisfied
6344,57743,Female,Loyal Customer,41,Business travel,Business,2704,1,1,1,1,4,4,4,4,5,5,4,4,3,4,3,0,satisfied
6345,115343,Female,disloyal Customer,42,Business travel,Eco,337,2,0,2,4,1,2,1,1,1,2,4,3,4,1,18,8,neutral or dissatisfied
6346,92460,Female,Loyal Customer,63,Business travel,Business,1947,3,5,5,5,1,2,3,3,3,3,3,4,3,3,0,0,neutral or dissatisfied
6347,115151,Male,Loyal Customer,40,Business travel,Business,404,3,3,3,3,2,4,4,4,4,4,4,3,4,4,0,0,satisfied
6348,21656,Male,Loyal Customer,40,Business travel,Business,3776,5,5,5,5,3,4,4,4,4,4,4,3,4,3,0,0,satisfied
6349,16562,Male,Loyal Customer,42,Business travel,Eco,872,4,2,2,2,4,4,4,4,4,2,1,3,5,4,37,53,satisfied
6350,108616,Male,disloyal Customer,53,Personal Travel,Eco,813,3,4,3,3,5,3,5,5,1,5,4,4,4,5,0,0,neutral or dissatisfied
6351,107097,Male,disloyal Customer,28,Business travel,Business,562,1,1,1,5,3,1,4,3,3,4,5,5,4,3,8,0,neutral or dissatisfied
6352,50925,Male,Loyal Customer,53,Personal Travel,Eco,77,2,5,2,3,1,2,1,1,5,4,4,4,4,1,28,31,neutral or dissatisfied
6353,101577,Female,Loyal Customer,24,Business travel,Business,2763,1,1,1,1,4,4,4,4,5,4,5,4,5,4,0,0,satisfied
6354,90493,Female,disloyal Customer,38,Business travel,Business,444,2,2,2,4,3,2,3,3,3,4,5,5,5,3,0,0,neutral or dissatisfied
6355,93894,Female,Loyal Customer,67,Personal Travel,Eco,590,1,4,1,5,4,5,4,4,4,1,4,3,4,5,44,45,neutral or dissatisfied
6356,42422,Male,Loyal Customer,45,Personal Travel,Eco Plus,817,1,3,1,5,5,1,5,5,4,4,5,4,4,5,0,0,neutral or dissatisfied
6357,119870,Female,Loyal Customer,36,Personal Travel,Eco,912,2,5,2,3,3,2,3,3,4,4,4,5,4,3,0,0,neutral or dissatisfied
6358,3007,Male,Loyal Customer,47,Business travel,Business,862,5,2,5,5,4,4,5,5,5,5,5,4,5,5,14,0,satisfied
6359,62034,Female,Loyal Customer,50,Business travel,Business,2586,2,3,1,3,3,2,3,2,2,3,2,2,2,3,0,0,neutral or dissatisfied
6360,97054,Female,Loyal Customer,45,Business travel,Business,3293,5,5,5,5,4,5,4,5,5,5,5,3,5,3,31,16,satisfied
6361,108636,Female,disloyal Customer,26,Personal Travel,Eco,1547,2,4,2,2,2,2,2,2,3,5,5,3,5,3,15,0,neutral or dissatisfied
6362,21122,Male,Loyal Customer,43,Personal Travel,Eco,152,3,2,3,4,4,3,4,4,4,3,3,2,4,4,0,0,neutral or dissatisfied
6363,68225,Female,disloyal Customer,34,Business travel,Business,631,1,1,1,5,2,1,2,2,5,4,4,3,5,2,0,0,neutral or dissatisfied
6364,45433,Male,Loyal Customer,52,Business travel,Business,3690,2,4,4,4,3,3,3,2,2,2,2,3,2,4,0,0,neutral or dissatisfied
6365,20661,Female,Loyal Customer,31,Business travel,Business,552,4,4,4,4,5,5,5,5,3,1,1,1,1,5,35,34,satisfied
6366,58142,Female,disloyal Customer,26,Business travel,Business,925,3,3,3,3,3,3,3,3,2,2,3,1,4,3,2,0,neutral or dissatisfied
6367,26824,Male,Loyal Customer,57,Business travel,Eco,224,5,4,4,4,5,5,5,5,2,5,2,2,2,5,13,7,satisfied
6368,57336,Male,disloyal Customer,37,Business travel,Eco,414,3,1,3,4,5,3,5,5,3,3,4,1,4,5,0,0,neutral or dissatisfied
6369,8090,Female,Loyal Customer,39,Business travel,Business,3446,3,3,3,3,5,4,5,4,4,4,4,3,4,3,0,0,satisfied
6370,52743,Male,Loyal Customer,53,Business travel,Business,2306,1,5,5,5,5,1,2,1,1,1,1,2,1,1,0,0,neutral or dissatisfied
6371,116983,Male,Loyal Customer,50,Business travel,Business,2522,0,0,0,1,4,4,4,2,2,2,2,4,2,4,5,0,satisfied
6372,16419,Female,disloyal Customer,25,Business travel,Eco,529,3,0,3,5,1,3,1,1,5,1,2,1,4,1,0,0,neutral or dissatisfied
6373,4490,Male,Loyal Customer,43,Personal Travel,Business,551,4,4,4,3,4,4,1,4,4,4,5,4,4,5,0,0,neutral or dissatisfied
6374,126559,Male,Loyal Customer,56,Business travel,Business,1558,1,1,3,1,2,4,4,4,4,4,4,5,4,5,33,18,satisfied
6375,55451,Male,Loyal Customer,28,Personal Travel,Eco Plus,2521,4,4,5,1,5,5,5,5,2,5,5,5,3,5,6,0,neutral or dissatisfied
6376,38978,Female,Loyal Customer,47,Business travel,Business,313,1,1,1,1,4,1,1,5,5,5,5,2,5,1,0,0,satisfied
6377,90234,Male,Loyal Customer,50,Personal Travel,Eco Plus,1084,1,4,1,4,3,1,3,3,5,5,4,5,5,3,0,0,neutral or dissatisfied
6378,116919,Male,disloyal Customer,36,Business travel,Business,338,3,3,3,1,3,3,3,3,4,3,4,5,5,3,1,0,neutral or dissatisfied
6379,98271,Female,disloyal Customer,25,Business travel,Eco,1072,1,1,1,4,4,1,3,4,4,3,3,4,3,4,10,0,neutral or dissatisfied
6380,112949,Male,Loyal Customer,29,Personal Travel,Eco,1390,3,4,3,2,1,3,1,1,3,3,5,4,5,1,0,0,neutral or dissatisfied
6381,51511,Female,Loyal Customer,38,Business travel,Business,3062,5,5,5,5,2,1,3,5,5,4,5,2,5,1,0,0,satisfied
6382,15101,Female,Loyal Customer,28,Personal Travel,Eco,224,1,4,1,2,5,1,2,5,3,4,5,4,5,5,0,0,neutral or dissatisfied
6383,66756,Female,disloyal Customer,22,Personal Travel,Eco,802,2,4,1,2,3,1,3,3,2,4,3,3,2,3,11,0,neutral or dissatisfied
6384,86513,Male,Loyal Customer,8,Personal Travel,Eco,762,3,4,3,3,5,3,5,5,3,2,5,4,4,5,10,0,neutral or dissatisfied
6385,45084,Male,Loyal Customer,48,Business travel,Eco,196,4,1,1,1,4,4,4,4,1,5,4,2,4,4,1,0,neutral or dissatisfied
6386,74108,Female,Loyal Customer,42,Business travel,Business,1736,1,1,1,1,4,4,4,4,4,4,4,5,4,4,0,16,satisfied
6387,33239,Male,Loyal Customer,60,Business travel,Eco Plus,216,4,5,5,5,3,4,3,3,1,1,5,1,2,3,2,4,satisfied
6388,106192,Female,Loyal Customer,55,Personal Travel,Eco,302,1,5,1,3,1,2,2,1,1,1,1,2,1,2,63,60,neutral or dissatisfied
6389,99825,Female,Loyal Customer,60,Business travel,Business,1555,5,5,5,5,5,5,5,3,2,5,5,5,3,5,223,212,satisfied
6390,77578,Male,Loyal Customer,52,Business travel,Business,3309,1,3,3,3,1,3,4,1,1,2,1,1,1,2,0,0,neutral or dissatisfied
6391,69779,Female,Loyal Customer,41,Business travel,Business,1792,4,4,4,4,2,5,5,4,4,4,4,4,4,5,8,3,satisfied
6392,76830,Male,Loyal Customer,29,Business travel,Eco,1851,3,3,3,3,3,3,3,3,4,1,2,3,4,3,0,0,neutral or dissatisfied
6393,117570,Female,disloyal Customer,21,Business travel,Business,843,5,0,5,2,5,5,5,5,3,3,5,4,5,5,0,2,satisfied
6394,94830,Male,Loyal Customer,46,Business travel,Eco,189,2,1,1,1,2,2,2,2,1,4,2,2,2,2,12,7,neutral or dissatisfied
6395,5414,Male,Loyal Customer,57,Business travel,Business,2653,4,4,4,4,3,5,5,4,4,4,4,4,4,4,0,0,satisfied
6396,43722,Male,Loyal Customer,66,Personal Travel,Eco,489,1,2,1,4,4,1,4,4,1,2,4,2,3,4,79,62,neutral or dissatisfied
6397,125128,Male,Loyal Customer,29,Personal Travel,Eco,361,4,3,4,3,3,4,3,3,4,1,3,2,4,3,0,45,satisfied
6398,71981,Male,Loyal Customer,30,Business travel,Business,1440,1,1,1,1,4,4,4,4,1,5,1,4,4,4,54,41,satisfied
6399,30724,Female,disloyal Customer,46,Business travel,Business,1062,3,3,3,3,2,3,2,2,4,3,5,4,5,2,0,2,neutral or dissatisfied
6400,59725,Male,Loyal Customer,32,Business travel,Eco Plus,956,4,5,1,5,4,4,4,4,3,1,2,4,2,4,163,155,satisfied
6401,125344,Female,Loyal Customer,51,Business travel,Business,2800,3,3,3,3,2,5,4,4,4,4,4,3,4,4,0,0,satisfied
6402,55020,Male,Loyal Customer,57,Business travel,Business,1346,3,3,3,3,3,4,4,5,5,5,5,3,5,5,5,0,satisfied
6403,108750,Female,Loyal Customer,40,Business travel,Business,404,2,2,2,2,5,5,4,4,4,4,4,5,4,3,0,8,satisfied
6404,94360,Male,Loyal Customer,56,Business travel,Business,293,0,0,0,1,2,4,4,3,3,3,3,5,3,4,4,0,satisfied
6405,67094,Male,Loyal Customer,23,Business travel,Business,2043,1,0,0,4,1,0,1,1,2,4,3,2,4,1,14,7,neutral or dissatisfied
6406,42713,Female,Loyal Customer,25,Business travel,Eco Plus,627,1,3,3,3,1,1,4,1,1,4,4,4,3,1,81,112,neutral or dissatisfied
6407,86978,Female,Loyal Customer,42,Business travel,Business,907,5,5,5,5,4,5,5,4,4,4,4,5,4,4,7,4,satisfied
6408,46065,Female,Loyal Customer,41,Business travel,Business,1883,1,1,1,1,4,5,4,5,5,5,5,4,5,4,31,53,satisfied
6409,21828,Female,Loyal Customer,59,Business travel,Eco,640,3,5,5,5,5,3,4,3,3,3,3,3,3,3,0,0,neutral or dissatisfied
6410,2228,Male,Loyal Customer,15,Business travel,Business,1917,4,4,4,4,3,3,3,3,3,4,4,5,5,3,0,0,satisfied
6411,106998,Female,Loyal Customer,20,Personal Travel,Eco,937,1,3,1,4,1,1,1,1,3,4,3,5,4,1,15,9,neutral or dissatisfied
6412,109913,Male,Loyal Customer,36,Business travel,Business,804,2,2,2,2,4,3,5,4,4,4,4,2,4,3,14,0,satisfied
6413,24288,Female,Loyal Customer,53,Personal Travel,Eco,302,4,4,3,1,4,5,5,2,2,3,1,4,2,5,0,8,neutral or dissatisfied
6414,16533,Female,Loyal Customer,67,Personal Travel,Eco,209,2,2,2,3,2,2,2,2,2,2,2,1,2,4,0,0,neutral or dissatisfied
6415,19401,Male,Loyal Customer,43,Business travel,Business,2912,1,1,1,1,5,5,3,4,4,4,4,2,4,4,0,0,satisfied
6416,58226,Female,Loyal Customer,31,Personal Travel,Eco,925,2,3,2,4,2,2,2,2,2,3,4,1,4,2,46,52,neutral or dissatisfied
6417,81768,Male,disloyal Customer,24,Business travel,Eco,1416,5,5,5,4,1,5,1,1,3,4,5,5,5,1,0,0,satisfied
6418,100260,Female,Loyal Customer,59,Business travel,Business,971,3,3,3,3,3,5,5,4,4,4,4,5,4,3,115,93,satisfied
6419,124082,Female,Loyal Customer,34,Business travel,Business,1617,2,2,2,2,2,5,5,5,5,5,5,5,5,3,0,0,satisfied
6420,114271,Male,disloyal Customer,47,Business travel,Eco,446,1,1,1,4,4,1,5,4,4,1,3,3,4,4,4,0,neutral or dissatisfied
6421,34278,Female,Loyal Customer,35,Business travel,Eco,496,4,1,1,1,4,4,4,4,4,4,3,2,3,4,39,34,neutral or dissatisfied
6422,69393,Male,disloyal Customer,24,Business travel,Eco,1096,2,1,1,3,2,1,2,2,3,3,4,4,5,2,0,0,neutral or dissatisfied
6423,83949,Male,Loyal Customer,44,Business travel,Business,373,1,1,4,1,4,4,4,3,5,5,5,4,4,4,180,182,satisfied
6424,73200,Female,Loyal Customer,15,Personal Travel,Eco,1258,4,5,4,2,2,4,1,2,4,3,4,3,5,2,0,6,neutral or dissatisfied
6425,115256,Male,disloyal Customer,44,Business travel,Business,417,5,5,5,1,5,5,4,5,4,5,5,5,4,5,0,2,satisfied
6426,28116,Female,Loyal Customer,46,Business travel,Business,3069,1,1,5,1,5,5,3,4,4,5,4,3,4,1,0,0,satisfied
6427,8299,Male,disloyal Customer,37,Business travel,Business,294,4,5,5,3,1,5,1,1,4,4,4,4,4,1,0,0,satisfied
6428,16210,Female,Loyal Customer,43,Personal Travel,Eco,277,4,1,4,3,5,2,3,2,2,4,2,2,2,2,0,0,neutral or dissatisfied
6429,44065,Male,Loyal Customer,29,Personal Travel,Eco,610,2,4,2,4,3,2,3,3,2,2,4,4,4,3,0,0,neutral or dissatisfied
6430,63239,Female,Loyal Customer,28,Business travel,Business,2444,2,2,2,2,3,4,3,3,5,2,4,3,5,3,0,0,satisfied
6431,57277,Female,Loyal Customer,47,Personal Travel,Eco,804,2,5,2,2,1,2,2,5,5,2,5,2,5,1,0,0,neutral or dissatisfied
6432,3156,Female,Loyal Customer,58,Business travel,Business,1700,5,5,5,5,4,5,5,5,5,5,5,3,5,3,6,6,satisfied
6433,63884,Female,Loyal Customer,59,Business travel,Business,2608,1,3,3,3,5,3,2,1,1,1,1,2,1,4,0,0,neutral or dissatisfied
6434,50441,Female,Loyal Customer,54,Business travel,Eco,250,4,5,5,5,3,3,5,4,4,4,4,5,4,4,0,0,satisfied
6435,118865,Male,Loyal Customer,56,Personal Travel,Eco Plus,338,3,4,3,5,4,3,4,4,4,3,5,5,5,4,43,44,neutral or dissatisfied
6436,105792,Male,Loyal Customer,67,Personal Travel,Eco,883,5,3,5,3,3,5,3,3,3,5,3,1,4,3,12,3,satisfied
6437,74735,Male,Loyal Customer,41,Personal Travel,Eco,1205,2,5,2,4,4,2,4,4,4,1,3,3,4,4,0,0,neutral or dissatisfied
6438,97729,Female,Loyal Customer,40,Business travel,Business,587,5,5,3,5,5,4,4,5,5,5,5,3,5,5,6,0,satisfied
6439,16881,Male,Loyal Customer,29,Business travel,Business,746,2,4,4,4,2,2,2,2,4,5,2,3,3,2,0,0,neutral or dissatisfied
6440,35470,Male,Loyal Customer,47,Personal Travel,Eco,1102,3,1,3,3,4,3,4,4,2,4,3,1,3,4,0,0,neutral or dissatisfied
6441,53950,Male,Loyal Customer,43,Business travel,Business,1325,3,3,3,3,5,5,5,5,5,4,5,2,5,2,35,20,satisfied
6442,58344,Female,Loyal Customer,76,Business travel,Eco,296,2,2,2,2,2,3,3,2,2,2,2,2,2,1,48,50,neutral or dissatisfied
6443,77630,Male,Loyal Customer,57,Business travel,Business,731,5,5,4,5,5,5,4,5,5,5,5,4,5,5,0,0,satisfied
6444,119902,Male,Loyal Customer,37,Business travel,Eco Plus,936,3,5,2,5,3,3,3,3,3,1,3,3,4,3,2,10,neutral or dissatisfied
6445,109860,Male,Loyal Customer,41,Business travel,Eco,1053,3,3,3,3,3,3,3,3,1,3,3,4,4,3,2,0,neutral or dissatisfied
6446,121131,Female,Loyal Customer,52,Business travel,Eco,2370,4,2,2,2,4,4,4,2,3,2,4,4,2,4,0,0,neutral or dissatisfied
6447,124311,Female,disloyal Customer,11,Business travel,Business,601,5,5,5,4,1,5,1,1,5,5,4,5,5,1,0,0,satisfied
6448,76023,Female,disloyal Customer,21,Business travel,Eco,237,2,1,1,3,3,1,3,3,3,5,2,4,2,3,8,6,neutral or dissatisfied
6449,97067,Female,disloyal Customer,24,Business travel,Eco,1129,3,3,3,1,5,3,5,5,4,5,5,5,5,5,0,0,neutral or dissatisfied
6450,56937,Female,disloyal Customer,62,Business travel,Eco,1408,2,2,2,3,2,2,3,1,3,2,3,3,4,3,2,15,neutral or dissatisfied
6451,127389,Male,Loyal Customer,59,Business travel,Business,868,1,1,1,1,2,5,4,5,5,5,5,5,5,4,0,0,satisfied
6452,109050,Male,disloyal Customer,27,Business travel,Eco,849,3,3,3,2,5,3,5,5,3,1,3,1,2,5,10,6,neutral or dissatisfied
6453,78394,Male,Loyal Customer,49,Personal Travel,Eco,726,3,2,3,3,5,3,5,5,4,3,3,1,3,5,127,128,neutral or dissatisfied
6454,67609,Female,Loyal Customer,21,Business travel,Business,1464,3,3,3,3,2,2,2,2,3,2,5,3,5,2,0,0,satisfied
6455,54948,Female,Loyal Customer,9,Personal Travel,Business,1379,2,4,1,3,2,1,2,2,5,1,1,2,1,2,23,17,neutral or dissatisfied
6456,118976,Male,Loyal Customer,53,Business travel,Business,570,5,5,5,5,3,5,4,3,3,3,3,4,3,3,4,6,satisfied
6457,40326,Female,Loyal Customer,35,Business travel,Eco Plus,463,3,1,3,1,3,3,3,3,4,5,3,2,3,3,0,0,neutral or dissatisfied
6458,92439,Female,Loyal Customer,52,Business travel,Business,1919,4,4,4,4,2,5,4,5,5,5,5,4,5,3,0,1,satisfied
6459,110287,Male,Loyal Customer,30,Business travel,Business,1618,3,3,5,3,5,5,5,5,3,4,4,5,5,5,34,38,satisfied
6460,113151,Female,disloyal Customer,8,Business travel,Eco,677,3,3,3,3,4,3,4,4,3,3,3,2,3,4,0,1,neutral or dissatisfied
6461,73008,Female,Loyal Customer,31,Personal Travel,Eco,1096,3,4,3,4,3,3,3,3,4,1,3,1,3,3,1,0,neutral or dissatisfied
6462,91674,Female,Loyal Customer,25,Personal Travel,Eco,954,3,5,3,5,1,3,2,1,5,3,4,5,5,1,1,11,neutral or dissatisfied
6463,17987,Male,Loyal Customer,36,Business travel,Business,332,0,0,0,1,2,2,1,2,2,2,2,3,2,5,0,0,satisfied
6464,2675,Female,Loyal Customer,24,Personal Travel,Eco,622,2,5,2,2,4,2,4,4,4,4,4,4,5,4,0,0,neutral or dissatisfied
6465,100845,Female,Loyal Customer,39,Personal Travel,Eco,711,2,5,2,4,2,2,2,2,3,3,1,5,4,2,0,0,neutral or dissatisfied
6466,47328,Female,Loyal Customer,33,Business travel,Business,599,2,2,2,2,4,1,1,3,3,3,3,3,3,5,53,51,satisfied
6467,70566,Male,disloyal Customer,38,Business travel,Eco,858,1,1,1,1,1,1,1,1,4,5,5,4,2,1,0,0,neutral or dissatisfied
6468,11634,Male,Loyal Customer,41,Business travel,Business,2079,2,2,2,2,3,5,5,5,5,5,5,4,5,4,0,3,satisfied
6469,27230,Male,Loyal Customer,30,Business travel,Business,1839,2,1,1,1,2,2,2,2,3,2,3,2,4,2,0,2,neutral or dissatisfied
6470,91160,Female,Loyal Customer,40,Personal Travel,Eco,581,4,4,4,3,4,4,5,4,4,2,5,4,4,4,0,0,neutral or dissatisfied
6471,55924,Male,Loyal Customer,55,Personal Travel,Eco,733,4,5,4,2,5,4,5,5,3,3,4,5,4,5,4,1,neutral or dissatisfied
6472,16970,Male,Loyal Customer,9,Personal Travel,Eco Plus,195,3,3,3,4,4,3,4,4,3,5,4,4,4,4,0,0,neutral or dissatisfied
6473,47228,Female,Loyal Customer,28,Business travel,Eco Plus,908,5,3,5,3,5,5,5,5,5,2,4,4,3,5,0,0,satisfied
6474,92064,Female,Loyal Customer,46,Business travel,Business,1517,5,5,5,5,2,5,5,4,4,4,4,4,4,4,2,0,satisfied
6475,111248,Female,Loyal Customer,56,Business travel,Business,1849,1,1,1,1,3,5,5,5,5,5,5,3,5,4,11,0,satisfied
6476,83306,Female,Loyal Customer,38,Personal Travel,Eco Plus,2079,3,2,3,3,4,3,4,4,3,5,4,1,4,4,0,22,neutral or dissatisfied
6477,119831,Male,Loyal Customer,40,Business travel,Business,3365,2,2,2,2,5,5,5,3,3,4,3,3,3,3,0,0,satisfied
6478,104867,Male,Loyal Customer,56,Business travel,Business,1784,4,4,4,4,1,3,3,4,4,3,4,3,4,2,0,0,neutral or dissatisfied
6479,97840,Female,Loyal Customer,70,Personal Travel,Eco,395,2,5,2,1,5,3,2,1,1,2,1,5,1,5,13,5,neutral or dissatisfied
6480,125277,Male,Loyal Customer,31,Business travel,Business,1874,3,3,3,3,5,5,5,5,4,5,4,4,4,5,19,20,satisfied
6481,37199,Female,Loyal Customer,52,Personal Travel,Eco Plus,1189,3,4,2,3,4,3,4,1,1,2,1,3,1,5,26,15,neutral or dissatisfied
6482,38883,Female,Loyal Customer,62,Business travel,Business,3486,2,4,4,4,3,3,3,2,2,3,2,1,2,4,12,9,neutral or dissatisfied
6483,107994,Male,Loyal Customer,71,Business travel,Eco,271,4,3,3,3,4,4,4,4,1,1,3,4,3,4,23,6,neutral or dissatisfied
6484,114013,Male,Loyal Customer,35,Personal Travel,Eco,1844,2,4,2,4,1,2,1,1,3,2,3,3,5,1,29,11,neutral or dissatisfied
6485,24114,Male,Loyal Customer,46,Business travel,Business,779,4,5,5,5,2,3,4,4,4,4,4,2,4,3,5,14,neutral or dissatisfied
6486,48156,Male,Loyal Customer,72,Business travel,Business,3196,2,5,5,5,1,4,4,2,2,2,2,1,2,4,4,3,neutral or dissatisfied
6487,60632,Male,Loyal Customer,54,Business travel,Business,1620,2,2,2,2,3,4,5,4,4,4,4,4,4,5,0,0,satisfied
6488,119290,Male,Loyal Customer,44,Business travel,Business,1913,5,5,5,5,5,5,5,4,4,5,5,3,4,4,0,14,satisfied
6489,24333,Male,Loyal Customer,60,Business travel,Business,3849,2,2,2,2,4,5,4,5,5,5,5,4,5,4,0,0,satisfied
6490,91788,Male,Loyal Customer,16,Personal Travel,Eco,590,4,5,4,2,3,4,3,3,1,4,2,3,2,3,0,0,neutral or dissatisfied
6491,1854,Male,Loyal Customer,24,Personal Travel,Business,931,4,4,4,5,2,4,2,2,5,4,5,4,4,2,0,42,neutral or dissatisfied
6492,99520,Male,Loyal Customer,16,Business travel,Eco Plus,307,2,2,2,2,2,2,2,2,4,2,4,3,3,2,9,9,neutral or dissatisfied
6493,50570,Female,Loyal Customer,49,Personal Travel,Eco,89,4,3,4,4,1,4,4,3,3,4,3,1,3,3,22,13,neutral or dissatisfied
6494,29144,Male,Loyal Customer,14,Personal Travel,Eco,937,1,2,1,3,5,1,5,5,2,4,3,3,4,5,0,0,neutral or dissatisfied
6495,62263,Female,disloyal Customer,22,Business travel,Business,2565,2,2,2,4,5,2,5,5,2,5,3,4,3,5,0,0,neutral or dissatisfied
6496,110245,Male,Loyal Customer,33,Personal Travel,Eco,1011,4,5,4,5,4,4,4,4,1,3,4,1,4,4,67,63,satisfied
6497,61958,Female,Loyal Customer,48,Personal Travel,Eco,2161,4,5,3,3,4,5,4,3,3,3,5,4,3,4,0,0,satisfied
6498,51453,Female,Loyal Customer,41,Personal Travel,Eco Plus,262,3,1,0,2,4,2,3,2,2,0,2,1,2,2,0,0,neutral or dissatisfied
6499,54990,Male,disloyal Customer,28,Business travel,Business,1635,4,5,5,1,4,5,4,4,5,5,5,3,5,4,0,0,neutral or dissatisfied
6500,2321,Female,Loyal Customer,20,Personal Travel,Eco,672,2,3,2,3,1,2,1,1,3,3,4,3,4,1,0,0,neutral or dissatisfied
6501,57632,Male,Loyal Customer,60,Business travel,Business,200,5,5,5,5,3,5,4,5,5,4,4,5,5,4,0,0,satisfied
